title,studio,domestic_gross,foreign_gross,year,id,production_budget
Contagion,WB,75700000.0,59800000,2011.0,71.0,"$60,000,000"
The Artist,Wein.,44700000.0,88800000,2011.0,34.0,"$16,000,000"
The Three Musketeers (2011),Sum.,20400000.0,111900000,2011.0,,
Unknown,WB,63700000.0,67099999,2011.0,21.0,"$40,000,000"
Unknown,WB,63700000.0,67099999,2011.0,84.0,"$3,700,000"
The Adjustment Bureau,Uni.,62500000.0,65400000,2011.0,81.0,"$50,200,000"
We Bought a Zoo,Fox,75600000.0,44500000,2011.0,14.0,"$50,000,000"
Water for Elephants,Fox,58700000.0,58400000,2011.0,63.0,"$38,000,000"
The Iron Lady,Wein.,30000000.0,84900000,2011.0,90.0,"$14,000,000"
Moneyball,Sony,75600000.0,34600000,2011.0,15.0,"$50,000,000"
Sanctum,Uni.,23200000.0,85400000,2011.0,45.0,"$30,000,000"
Justin Bieber: Never Say Never,Par.,73000000.0,26000000,2011.0,48.0,"$13,000,000"
Paul,Uni.,37400000.0,60600000,2011.0,58.0,"$40,000,000"
Scream 4,W/Dim.,38200000.0,59000000,2011.0,55.0,"$40,000,000"
Insidious,FD,54000000.0,43000000,2011.0,63.0,"$1,500,000"
The Rite,WB (NL),33000000.0,63000000,2011.0,100.0,"$37,000,000"
Dolphin Tale,WB,72300000.0,23100000,2011.0,93.0,"$37,000,000"
Season of the Witch,Rela.,24800000.0,66800000,2011.0,89.0,"$40,000,000"
Sucker Punch,WB,36400000.0,53400000,2011.0,62.0,"$75,000,000"
Red Riding Hood,WB,37700000.0,51500000,2011.0,55.0,"$42,000,000"
Spy Kids: All the Time in the World,W/Dim.,38500000.0,47000000,2011.0,100.0,"$27,000,000"
J. Edgar,WB,37300000.0,47600000,2011.0,76.0,"$35,000,000"
Hall Pass,WB (NL),45100000.0,38100000,2011.0,57.0,"$68,000,000"
"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000,2011.0,1.0,"$32,000,000"
Abduction,LGF,28100000.0,54000000,2011.0,96.0,"$35,000,000"
"Tinker, Tailor, Soldier, Spy",Focus,24100000.0,56500000,2011.0,,
Priest,SGem,29100000.0,49200000,2011.0,29.0,"$60,000,000"
Drive (2011),FD,35100000.0,41100000,2011.0,,
The Mechanic,CBS,29100000.0,47000000,2011.0,42.0,"$42,500,000"
The Ides of March,Sony,41000000.0,35000000,2011.0,76.0,"$23,000,000"
The Change-Up,Uni.,37100000.0,38400000,2011.0,72.0,"$52,000,000"
The Lincoln Lawyer,LGF,58000000.0,17000000,2011.0,25.0,"$40,000,000"
Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000,2011.0,80.0,"$18,000,000"
Larry Crowne,Uni.,35600000.0,36400000,2011.0,25.0,"$30,000,000"
The Dilemma,Uni.,48500000.0,21200000,2011.0,25.0,"$70,000,000"
The Darkest Hour,Sum.,21400000.0,43200000,2011.0,58.0,"$34,800,000"
Hanna,Focus,40300000.0,23500000,2011.0,14.0,"$30,000,000"
Footloose (2011),Par.,51800000.0,11700000,2011.0,,
Elite Squad: The Enemy Within,Vari.,100000.0,62900000,2011.0,,
Colombiana,TriS,36700000.0,24300000,2011.0,60.0,"$40,000,000"
Something Borrowed,WB,39000000.0,21100000,2011.0,72.0,"$35,000,000"
One Day,Focus,13800000.0,45500000,2011.0,84.0,"$15,000,000"
Beginning of the Great Revival,CL,151000.0,58200000,2011.0,,
Killer Elite,ORF,25100000.0,31300000,2011.0,38.0,"$70,000,000"
Extremely Loud & Incredibly Close,WB,31800000.0,23400000,2011.0,,
The Tree of Life,FoxS,13300000.0,41000000,2011.0,24.0,"$35,000,000"
Tyler Perry's Madea's Big Happy Family,LGF,53300000.0,816000,2011.0,,
Detective Dee and the Mystery of the Phantom Flame,IM,460000.0,51300000,2011.0,,
Winnie the Pooh,BV,26700000.0,23200000,2011.0,39.0,"$30,000,000"
Conan the Barbarian (2011),LGF,21300000.0,27500000,2011.0,,
Soul Surfer,TriS,43900000.0,3200000,2011.0,83.0,"$18,000,000"
War of the Arrows,CJ,251000.0,45800000,2011.0,,
Arthur (2011),WB,33000000.0,12700000,2011.0,,
The Debt,Focus,31200000.0,14500000,2011.0,65.0,"$20,000,000"
Beastly,CBS,27900000.0,15300000,2011.0,87.0,"$17,000,000"
Of Gods and Men,SPC,4000000.0,38200000,2011.0,,
Born to Be Wild (IMAX),WB,25900000.0,15600000,2011.0,,
Evangelion 2.0: You Can (Not) Advance,Elev.,134000.0,41000000,2011.0,,
Fright Night (2011),BV,18300000.0,22700000,2011.0,,
30 Minutes or Less,Sony,37100000.0,3500000,2011.0,60.0,"$28,000,000"
The Roommate,SGem,37300000.0,3200000,2011.0,39.0,"$16,000,000"
Shark Night 3D,Rela.,18900000.0,21300000,2011.0,52.0,"$25,000,000"
Monte Carlo,Fox,23200000.0,16500000,2011.0,84.0,"$20,000,000"
50/50,Sum.,35000000.0,4200000,2011.0,73.0,"$8,000,000"
Mars Needs Moms,BV,21400000.0,17600000,2011.0,94.0,"$150,000,000"
Dream House,Uni.,21300000.0,17200000,2011.0,80.0,"$50,000,000"
Jumping the Broom,TriS,37300000.0,415000,2011.0,93.0,"$7,000,000"
Don't Be Afraid of the Dark,FD,24000000.0,12900000,2011.0,43.0,"$25,000,000"
RA One,Eros,2500000.0,33400000,2011.0,,
A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000,2011.0,53.0,"$20,000,000"
My Week with Marilyn,Wein.,14600000.0,20500000,2011.0,22.0,"$10,000,000"
The Sitter,Fox,30400000.0,4500000,2011.0,32.0,"$25,000,000"
Jane Eyre,Focus,11200000.0,23500000,2011.0,,
Courageous,TriS,34500000.0,,2011.0,87.0,"$2,000,000"
Shaolin,Vari.,66100.0,33600000,2011.0,,
African Cats,BV,15400000.0,15400000,2011.0,,
The Skin I Live In,SPC,3200000.0,27700000,2011.0,,
I Don't Know How She Does It,Wein.,9700000.0,20900000,2011.0,58.0,"$24,000,000"
What's Your Number?,Fox,14000000.0,16399999,2011.0,24.0,"$20,000,000"
Drive Angry,Sum.,10700000.0,18200000,2011.0,91.0,"$50,000,000"
Carnage (2011),SPC,2500000.0,25100000,2011.0,,
A Dangerous Method,SPC,5700000.0,21800000,2011.0,69.0,"$20,000,000"
The Thing (2011),Uni.,16900000.0,10500000,2011.0,,
The Eagle,Focus,19500000.0,7600000,2011.0,50.0,"$25,000,000"
Legend of the Fist: The Return of Chen Zhen,Vari.,50400.0,26500000,2011.0,,
Apollo 18,W/Dim.,17700000.0,7900000,2011.0,94.0,"$5,000,000"
Biutiful,RAtt.,5100000.0,20000000,2011.0,44.0,"$35,000,000"
Your Highness,Uni.,21600000.0,3300000,2011.0,78.0,"$50,000,000"
Our Idiot Brother,Wein.,24800000.0,,2011.0,78.0,"$5,000,000"
The Rum Diary,FD,13100000.0,10800000,2011.0,16.0,"$45,000,000"
The Women on the 6th Floor,Strand,720000.0,22500000,2011.0,,
Potiche,MBox,1600000.0,21600000,2011.0,,
Warrior,LGF,13700000.0,9400000,2011.0,74.0,"$25,000,000"
Young Adult,Par.,16300000.0,6600000,2011.0,94.0,"$12,000,000"
Sarah's Key,Wein.,7700000.0,13400000,2011.0,,
The Way Back,NM,2700000.0,17600000,2011.0,,
A Separation,SPC,7100000.0,12800000,2011.0,,
The Guard,SPC,5400000.0,14200000,2011.0,54.0,"$6,000,000"
Margin Call,RAtt.,5400000.0,14200000,2011.0,37.0,"$3,400,000"
Glee The 3D Concert Movie,Fox,11900000.0,6800000,2011.0,,
Shame,FoxS,3900000.0,13800000,2011.0,97.0,"$6,500,000"
13 Assassins,Magn.,803000.0,16800000,2011.0,,
Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000,2011.0,,
The Heir Apparent: Largo Winch,MBox,10400.0,16900000,2011.0,,
The Last Godfather,RAtt.,164000.0,16600000,2011.0,41.0,"$13,400,000"
Delhi Belly,UTV,1500000.0,15200000,2011.0,,
Melancholia,Magn.,3000000.0,12900000,2011.0,62.0,"$9,400,000"
Judy Moody and the NOT Bummer Summer,Rela.,15000000.0,678000,2011.0,,
The Conspirator,RAtt.,11500000.0,3900000,2011.0,80.0,"$25,000,000"
Anonymous,Sony,4500000.0,10900000,2011.0,90.0,"$27,500,000"
Ip Man 2: Legend of the Grandmaster,Vari.,206000.0,14900000,2011.0,,
The Housemaid,IFC,158000.0,14600000,2011.0,,
Desert Flower,NGE,44300.0,14600000,2011.0,,
Pina,IFC,3500000.0,11100000,2011.0,,
Beginners,Focus,5800000.0,8500000,2011.0,57.0,"$3,200,000"
My Afternoons with Margueritte,Cohen,667000.0,13600000,2011.0,,
I Saw the Devil,Magn.,129000.0,12600000,2011.0,,
The Hedgehog,NeoC,708000.0,12000000,2011.0,,
Gainsbourg: A Heroic Life,MBox,233000.0,12000000,2011.0,,
The Warring States,CL,69000.0,11800000,2011.0,,
What Women Want (Wo Zhi Nu Run Xin),CL,124000.0,11700000,2011.0,,
Snow Flower and the Secret Fan,FoxS,1300000.0,10000000,2011.0,70.0,"$6,000,000"
Win Win,FoxS,10200000.0,652000,2011.0,,
Flying Monsters,NGE,5700000.0,5100000,2011.0,,
City of Life and Death,Kino,123000.0,10600000,2011.0,,
Le Havre,Jan.,612000.0,9900000,2011.0,29.0,"$5,500,000"
Straw Dogs (2011),SGem,10300000.0,,2011.0,,
Prom,BV,10100000.0,,2011.0,97.0,"$8,000,000"
In a Better World,SPC,1000000.0,8600000,2011.0,,
Trespass (2011),MNE,24100.0,9600000,2011.0,,
Saving Private Perez,LGF,1400000.0,7900000,2011.0,,
Point Blank,Magn.,708000.0,8500000,2011.0,69.0,"$3,000,000"
Winter in Wartime,SPC,543000.0,8700000,2011.0,1.0,"$5,800,000"
Barney's Version (U.S. only),SPC,4400000.0,4000000,2011.0,,
Outrage (2011),Magn.,44700.0,8400000,2011.0,,
Senna,PDA,1600000.0,6600000,2011.0,,
Last Night,Trib.,99000.0,7600000,2011.0,,
The Big Year,Fox,7200000.0,244000,2011.0,74.0,"$41,000,000"
The Beaver,Sum.,971000.0,6300000,2011.0,79.0,"$21,000,000"
Take Me Home Tonight,Rela.,6900000.0,,2011.0,48.0,"$19,000,000"
Cedar Rapids,FoxS,6900000.0,,2011.0,51.0,"$10,000,000"
The Princess of Montpensier,IFC,352000.0,6400000,2011.0,,
Cave of Forgotten Dreams,IFC,5300000.0,1200000,2011.0,,
Sex and Zen 3D: Extreme Ecstasy,CL,153000.0,6200000,2011.0,,
We Need to Talk About Kevin,Osci.,1700000.0,4300000,2011.0,43.0,"$7,000,000"
Attack the Block,SGem,1000000.0,4800000,2011.0,7.0,"$13,000,000"
Even the Rain,Vita.,518000.0,5300000,2011.0,,
Young Goethe in Love,MBox,162000.0,5600000,2011.0,,
11-11-11,Rocket,32800.0,5700000,2011.0,,
Certified Copy,IFC,1400000.0,4099999,2011.0,,
Thank You (2011),UTV,464000.0,5000000,2011.0,,
The Company Men,Wein.,4400000.0,441000,2011.0,,
Force,FoxS,,4800000,2011.0,,
Tucker & Dale Vs. Evil,Magn.,224000.0,4500000,2011.0,,
London Boulevard,IFC,16100.0,4600000,2011.0,,
Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000,2011.0,90.0,"$20,000,000"
The Names of Love,MBox,514000.0,4099999,2011.0,,
The Way,PDA,4400000.0,,2011.0,,
Burke and Hare,IFC,4800.0,4300000,2011.0,,
King of Devil's Island,FM,7600.0,4200000,2011.0,,
Bride Flight,MBox,501000.0,3700000,2011.0,,
Trollhunter,Magn.,253000.0,3900000,2011.0,,
Buck,IFC,4000000.0,,2011.0,,
Carancho,Strand,85500.0,3900000,2011.0,,
Like Crazy,ParV,3400000.0,336000,2011.0,74.0,"$250,000"
The Double,Imag.,138000.0,3600000,2011.0,,
Don 2,Relbig.,3700000.0,,2011.0,,
Love Crime,IFC,540000.0,3100000,2011.0,,
Incendies (U.S. only),SPC,2100000.0,1500000,2011.0,,
Martha Marcy May Marlene,FoxS,3000000.0,548000,2011.0,42.0,"$1,000,000"
Fireflies in the Garden,,70600.0,3300000,2011.0,34.0,"$8,000,000"
The King's Speech (PG-13),Wein.,3300000.0,,2011.0,,
Machine Gun Preacher,Rela.,539000.0,2800000,2011.0,99.0,"$30,000,000"
The Last Circus,Magn.,40500.0,3200000,2011.0,,
From Prada to Nada,LGF,3000000.0,123000,2011.0,,
Flypaper,IFC,5000.0,3100000,2011.0,,
Zindagi Na Milegi Dobara,Eros,3100000.0,,2011.0,,
Take Shelter,SPC,1700000.0,1400000,2011.0,9.0,"$4,750,000"
The Greatest Miracle,KKM,555000.0,2500000,2011.0,,
Rapt,Lorb.,45800.0,2900000,2011.0,,
Pastorela,LGF,161000.0,2700000,2011.0,,
The Double Hour,Gold.,1500000.0,1200000,2011.0,,
Everything Must Go,RAtt.,2700000.0,,2011.0,50.0,"$5,000,000"
3 (2011),Strand,60000.0,2600000,2011.0,,
Oranges and Sunshine,Cohen,143000.0,2400000,2011.0,,
Ong Bak 3,Magn.,14900.0,2300000,2011.0,,
Poetry,Kino,356000.0,1900000,2011.0,,
The Tree,Zeit.,71200.0,2100000,2011.0,,
"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000,2011.0,,
The Trip (2011),IFC,2000000.0,,2011.0,,
Armadillo,Lorb.,14600.0,2000000,2011.0,,
Bodyguard,Relbig.,1800000.0,,2011.0,,
Brighton Rock,IFC,230000.0,1600000,2011.0,11.0,"$11,000,000"
A Somewhat Gentle Man,Strand,37700.0,1800000,2011.0,,
The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000,2011.0,,
Another Earth,FoxS,1300000.0,456000,2011.0,48.0,"$175,000"
A Better Life,Sum.,1800000.0,,2011.0,84.0,"$10,000,000"
Chalet Girl,IFC,1700.0,1700000,2011.0,,
Yamla Pagla Deewana,Eros,993000.0,600000,2011.0,,
Bill Cunningham New York,Zeit.,1500000.0,,2011.0,,
The Art of Getting By,FoxS,1400000.0,,2011.0,20.0,"$4,000,000"
The Devil's Double,LGF,1400000.0,,2011.0,23.0,"$19,100,000"
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000,2011.0,,
The Whistleblower,Gold.,1100000.0,,2011.0,,
Red State,SMod,1100000.0,,2011.0,22.0,"$4,000,000"
London River,Libre,7200.0,1100000,2011.0,,
Desi Boyz,Eros,1100000.0,,2011.0,,
When We Leave (Die Fremde),Olive,19600.0,1100000,2011.0,,
There Be Dragons,Gold.,1100000.0,,2011.0,21.0,"$36,000,000"
Vanishing on 7th Street,Magn.,22700.0,1000000,2011.0,,
Page One: A Year Inside the New York Times,Magn.,1100000.0,,2011.0,,
The Time That Remains,IFC,32900.0,1000000,2011.0,,
Rockstar (2011),Eros,987000.0,,2011.0,,
Meek's Cutoff,Osci.,978000.0,,2011.0,40.0,"$2,000,000"
Texas Killing Fields,Anch.,45500.0,912000,2011.0,,
Ready,Eros,955000.0,,2011.0,,
Miral,Wein.,373000.0,527000,2011.0,,
Submarine,Wein.,468000.0,397000,2011.0,9.0,"$1,900,000"
Higher Ground,SPC,842000.0,,2011.0,25.0,"$1,800,000"
Mozart's Sister,MBox,708000.0,132000,2011.0,,
Plastic Planet,FRun,3200.0,836000,2011.0,,
Chillar Party,UTV,6300.0,826000,2011.0,,
Mausam,Eros,728000.0,,2011.0,,
The First Grader,NGE,332000.0,382000,2011.0,,
Hobo With a Shotgun,Magn.,703000.0,,2011.0,,
Tabloid,IFC,697000.0,,2011.0,,
Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000,2011.0,,
Aarakshan (Reservation),Relbig.,651000.0,,2011.0,,
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000.0,,2011.0,26.0,"$1,800,000"
No One Killed Jessica,UTV,441000.0,193000,2011.0,,
Korkoro,Lorb.,8200.0,619000,2011.0,,
Blackthorn,Magn.,201000.0,423000,2011.0,46.0,"$4,500,000"
How I Ended This Summer,FM,8700.0,614000,2011.0,,
The Ledge,IFC,9200.0,602000,2011.0,,
Heartbeats,IFC,68700.0,520000,2011.0,,
The Future,RAtt.,569000.0,,2011.0,62.0,"$1,000,000"
Dum Maaro Dum,FoxS,564000.0,,2011.0,46.0,"$5,200,000"
Double Dhamaal,Relbig.,544000.0,,2011.0,,
Kaboom,IFC,119000.0,421000,2011.0,,
Mere Brother Ki Dulhan,Yash,496000.0,,2011.0,,
Weekend (2011),IFC,485000.0,,2011.0,,
Protektor,FM,3000.0,469000,2011.0,,
Circumstance,RAtt.,454000.0,,2011.0,41.0,"$900,000"
The Other Woman,IFC,25400.0,427000,2011.0,2.0,"$40,000,000"
Project Nim,RAtt.,411000.0,,2011.0,,
Rage (Rabia),Strand,5600.0,403000,2011.0,,
The Human Resources Manager,FM,64000.0,329000,2011.0,,
Hesher,WHE,383000.0,,2011.0,54.0,"$7,000,000"
7 Khoon Maaf,UTV,270000.0,94700,2011.0,,
Another Happy Day,P4,8500.0,347000,2011.0,52.0,"$4,000,000"
Singham,Relbig.,351000.0,,2011.0,,
The Mill and the Cross,KC,312000.0,30300,2011.0,,
Super,IFC,328000.0,,2011.0,34.0,"$2,500,000"
L'Amour Fou,IFC,312000.0,,2011.0,,
Being Elmo: A Puppeteer's Journey,SD,304000.0,,2011.0,,
In the Land of Blood and Honey,FD,304000.0,,2011.0,,
Special Treatment,FRun,8900.0,286000,2011.0,,
Illegal (2011),FM,700.0,289000,2011.0,,
The Interrupters,CGld,282000.0,,2011.0,,
Rascals,Eros,274000.0,,2011.0,,
The Black Power Mix Tape: 1967-1975,IFC,274000.0,,2011.0,,
Black Death,Magn.,22600.0,243000,2011.0,,
Le Quattro Volte,Lorb.,153000.0,103000,2011.0,,
Life in a Day,NGE,253000.0,,2011.0,,
Caterpillar,Lorb.,4200.0,248000,2011.0,,
Little Girl (La Pivellina),FRun,1400.0,236000,2011.0,,
El Bulli: Cooking in Progress,AM,237000.0,,2011.0,,
"If I Want to Whistle, I Whistle",FM,12100.0,220000,2011.0,,
Into the Abyss,IFC,224000.0,,2011.0,,
HappyThankYouMorePlease,Anch.,216000.0,,2011.0,,
The Robber,Kino,83500.0,125000,2011.0,,
Henry's Crime,MPFT,103000.0,102000,2011.0,,
A Good Old Fashioned Orgy,Gold.,200000.0,,2011.0,,
Film Socialisme,Lorb.,33000.0,159000,2011.0,,
Bol,Eros,189000.0,,2011.0,,
Leap Year (2011),Strand,13000.0,175000,2011.0,,
A Screaming Man,FM,9900.0,175000,2011.0,,
Jig,Scre.,184000.0,,2011.0,,
Nostalgia for the Light,Icar.,164000.0,13700,2011.0,,
Anchor Baby,AGF,15800.0,161000,2011.0,,
Bellflower,Osci.,168000.0,,2011.0,,
Restless (2011),SPC,163000.0,,2011.0,,
Road to Nowhere,Mont.,40300.0,121000,2011.0,,
Magic Trip,Magn.,155000.0,,2011.0,,
Eames: The Architect and the Painter,FRun,153000.0,,2011.0,,
Revenge of the Electric Car,A23,151000.0,,2011.0,,
The Human Centipede 2: Full Sequence,IFC,142000.0,,2011.0,,
Cold Weather,IFC,141000.0,,2011.0,,
Game (2011),Eros,140000.0,,2011.0,,
1911,Vari.,136000.0,,2011.0,,
"Life, Above All",SPC,134000.0,,2011.0,,
Tomboy (2011),Da.,130000.0,,2011.0,,
Octubre,NYer,32100.0,96700,2011.0,,
The Arbor,Strand,21600.0,105000,2011.0,,
Mysteries of Lisbon,MBox,111000.0,14900,2011.0,,
Vidal Sassoon: The Movie,P4,86000.0,38600,2011.0,,
Trust (2011),MNE,120000.0,,2011.0,,
Steve Jobs: The Lost Interview,Magn.,106000.0,,2011.0,,
Rubber,Magn.,100000.0,,2011.0,55.0,"$500,000"
The Man Who Fell to Earth (35th anniversary re-issue),Rialto,100000.0,,2011.0,,
Chalo Dilli,Eros,94300.0,,2011.0,,
The Whale,Pala.,81900.0,,2011.0,,
Beautiful Boy,Anch.,77200.0,,2011.0,95.0,"$25,000,000"
Puncture,MNE,68900.0,,2011.0,,
A Beautiful Life,CL,66200.0,,2011.0,,
"Tuesday, After Christmas",Lorb.,27800.0,36200,2011.0,,
Viva Riva!,MBox,61800.0,,2011.0,,
Murder 2,Eros,59500.0,,2011.0,,
Dirty Girl,Wein.,55100.0,,2011.0,,
Battleship Potemkin (2011 re-issue),Kino,51200.0,,2011.0,,
Love U Mr. Kalakaar,Eros,48600.0,,2011.0,,
Margaret,FoxS,46500.0,,2011.0,27.0,"$14,000,000"
"Happy, Happy",Magn.,45200.0,,2011.0,,
The Myth of the American Sleepover,IFC,41000.0,,2011.0,,
Hell and Back Again,DF,40600.0,,2011.0,,
Khodorkovsky,KL,39500.0,,2011.0,,
Sleeping Beauty (2011) (II),IFC,36600.0,,2011.0,,
My Kingdom (2011),CL,36500.0,,2011.0,,
Love in Space,CL,34800.0,,2011.0,,
Stake Land,IFC,33200.0,,2011.0,47.0,"$4,000,000"
Brotherhood (2011),P4,19700.0,12700,2011.0,,
The Son of No One,Anch.,30700.0,,2011.0,51.0,"$15,000,000"
Muran,UTV,30100.0,,2011.0,,
The Sleeping Beauty,Strand,29100.0,,2011.0,,
Tyrannosaur,Strand,22300.0,,2011.0,,
Ceremony,Magn.,22300.0,,2011.0,,
I'm Glad My Mother is Alive,Strand,8700.0,13200,2011.0,,
Always Kabhi Kabhi,Eros,21400.0,,2011.0,,
Empire of Silver,NeoC,,19000,2011.0,,
5 Days of War,Anch.,17500.0,,2011.0,47.0,"$12,000,000"
Aurora,CGld,5700.0,5100,2011.0,,
Magic to Win,CL,10700.0,,2011.0,,
Wrecked,IFC,8000.0,,2011.0,,
My Piece of the Pie,IFC,6900.0,,2011.0,,
I Melt With You,Magn.,6400.0,,2011.0,,
My Joy,KL,6300.0,,2011.0,,
To Die Like a Man,Strand,4000.0,900,2011.0,,
Blood Ties,ALP,2800.0,,2011.0,52.0,"$26,000,000"
Knuckle,Vita.,2600.0,,2011.0,,
Main Street,Magn.,2600.0,,2011.0,,
"Love, Wedding, Marriage",IFC,1900.0,,2011.0,,
An Invisible Sign,IFC,1300.0,,2011.0,,
Marvel's The Avengers,BV,623400000.0,895500000,2012.0,,
Skyfall,Sony,304400000.0,804200000,2012.0,52.0,"$200,000,000"
The Dark Knight Rises,WB,448100000.0,636800000,2012.0,11.0,"$275,000,000"
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000,2012.0,19.0,"$250,000,000"
Ice Age: Continental Drift,Fox,161300000.0,715900000,2012.0,14.0,"$95,000,000"
The Twilight Saga: Breaking Dawn Part 2,LG/S,292300000.0,537400000,2012.0,,
The Amazing Spider-Man,Sony,262000000.0,495900000,2012.0,31.0,"$220,000,000"
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000,2012.0,97.0,"$145,000,000"
The Hunger Games,LGF,408000000.0,286400000,2012.0,38.0,"$80,000,000"
MIB 3,Sony,179000000.0,445000000,2012.0,,
Life of Pi,Fox,125000000.0,484000000,2012.0,88.0,"$120,000,000"
Ted,Uni.,218800000.0,330600000,2012.0,84.0,"$50,000,000"
Brave,BV,237300000.0,303200000,2012.0,77.0,"$185,000,000"
Wreck-It Ralph,BV,189400000.0,281800000,2012.0,31.0,"$165,000,000"
Les Miserables (2012),Uni.,148800000.0,293000000,2012.0,,
The Intouchables (U.S.-only),Wein.,10200000.0,416400000,2012.0,,
Django Unchained,Wein.,162800000.0,262600000,2012.0,69.0,"$100,000,000"
Prometheus,Fox,126500000.0,276900000,2012.0,75.0,"$125,000,000"
Snow White and the Huntsman,Uni.,155300000.0,241300000,2012.0,19.0,"$170,000,000"
Taken 2,Fox,139900000.0,236300000,2012.0,54.0,"$45,000,000"
Hotel Transylvania,Sony,148300000.0,210100000,2012.0,96.0,"$85,000,000"
Dr. Seuss' The Lorax,Uni.,214000000.0,134800000,2012.0,,
Titanic 3D,Par.,57900000.0,285700000,2012.0,,
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000,2012.0,10.0,"$79,000,000"
The Expendables 2,LGF,85000000.0,229900000,2012.0,81.0,"$100,000,000"
Rise of the Guardians,P/DW,103400000.0,203500000,2012.0,2.0,"$145,000,000"
Wrath of the Titans,WB,83700000.0,221600000,2012.0,87.0,"$150,000,000"
Battleship,Uni.,65400000.0,237600000,2012.0,32.0,"$220,000,000"
John Carter,BV,73100000.0,211100000,2012.0,14.0,"$275,000,000"
The Bourne Legacy,Uni.,113200000.0,162900000,2012.0,76.0,"$125,000,000"
Lincoln,BV,182200000.0,93100000,2012.0,73.0,"$65,000,000"
Dark Shadows,WB,79700000.0,165800000,2012.0,89.0,"$150,000,000"
Resident Evil: Retribution,SGem,42300000.0,197700000,2012.0,4.0,"$65,000,000"
Silver Linings Playbook,Wein.,132100000.0,104300000,2012.0,59.0,"$21,000,000"
American Reunion,Uni.,57000000.0,178000000,2012.0,26.0,"$50,000,000"
Argo,WB,136000000.0,96300000,2012.0,27.0,"$44,500,000"
Jack Reacher,Par.,80100000.0,138300000,2012.0,68.0,"$60,000,000"
Safe House,Uni.,126400000.0,81700000,2012.0,99.0,"$85,000,000"
21 Jump Street,Sony,138400000.0,63100000,2012.0,44.0,"$42,000,000"
Total Recall (2012),Sony,58900000.0,139600000,2012.0,,
The Vow,SGem,125000000.0,71100000,2012.0,42.0,"$30,000,000"
Mirror Mirror,Rela.,64900000.0,118100000,2012.0,7.0,"$85,000,000"
The Impossible,LG/S,19000000.0,161300000,2012.0,100.0,"$40,000,000"
The Dictator,Par.,59700000.0,119700000,2012.0,96.0,"$65,000,000"
Looper,TriS,66500000.0,110000000,2012.0,69.0,"$30,000,000"
Magic Mike,WB,113700000.0,53500000,2012.0,88.0,"$7,000,000"
Flight,Par.,93800000.0,68000000,2012.0,23.0,"$31,000,000"
Underworld Awakening,SGem,62300000.0,97800000,2012.0,,
This Means War,Fox,54800000.0,101700000,2012.0,98.0,"$65,000,000"
The Secret World of Arrietty,BV,19200000.0,126400000,2012.0,,
Paranormal Activity 4,Par.,53900000.0,88900000,2012.0,59.0,"$5,000,000"
Step Up Revolution,LG/S,35100000.0,105400000,2012.0,74.0,"$33,000,000"
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000,2012.0,55.0,"$10,000,000"
Zero Dark Thirty,Sony,95700000.0,37100000,2012.0,66.0,"$52,500,000"
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000,2012.0,73.0,"$57,000,000"
Cloud Atlas,WB,27100000.0,103400000,2012.0,63.0,"$102,000,000"
The Woman in Black,CBS,54300000.0,73400000,2012.0,18.0,"$15,000,000"
Chronicle (2012),Fox,64599999.0,62100000,2012.0,,
The Pirates! Band of Misfits,Sony,31100000.0,92000000,2012.0,34.0,"$55,000,000"
Parental Guidance,Fox,77300000.0,42500000,2012.0,79.0,"$25,000,000"
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000,2012.0,65.0,"$67,500,000"
Pitch Perfect,Uni.,65000000.0,50300000,2012.0,75.0,"$17,000,000"
Hope Springs,Sony,63500000.0,50700000,2012.0,75.0,"$30,000,000"
ParaNorman,Focus,56000000.0,51100000,2012.0,89.0,"$60,000,000"
The Campaign,WB,86900000.0,18000000,2012.0,18.0,"$95,000,000"
